query ID	subject ID	evalue	Percent Identity	Moved	query location	subject location
YP_002344502.1	WP_002777184.1	8e-97	80.84	false	1042554..1043201	complement(678222..678875)
YP_002344503.1	WP_002822567.1	1e-27	46.81	true	complement(1043223..1044512)	272612..274714
YP_002344504.1	WP_002777185.1	1e-102	87.5	false	complement(1044593..1045219)	677498..678136
YP_002344505.1	WP_002783702.1	7e-61	90.52	false	complement(1045234..1045593)	677138..677494
YP_002344506.1	WP_002783701.1	2e-122	76.98	false	1045683..1046480	complement(676177..676974)
YP_002344507.1	WP_002777189.1	2e-115	84.87	false	complement(1046471..1047199)	675455..676180
YP_002344508.1	WP_002780656.1	4e-67	61.95	false	complement(1047209..1047826)	674831..675445
YP_002344509.1	WP_002780655.1	0.0	95.43	false	complement(1047823..1049760)	672885..674831
YP_002344510.1	WP_002777195.1	2e-129	77.14	false	complement(1049764..1050609)	672037..672885
YP_002344511.1	WP_002777196.1	5e-68	93.85	false	complement(1050632..1051024)	671631..672023
YP_002344513.1	WP_002777199.1	0.0	84.72	false	complement(1052030..1053802)	669644..671416
YP_002344514.1	WP_002777202.1	0.0	89.12	false	complement(1053804..1054964)	668481..669641
YP_002344516.1	WP_002780649.1	2e-98	87.18	false	complement(1055670..1056257)	667739..668326
YP_002344517.1	WP_002777206.1	2e-103	96.5	false	complement(1056244..1056846)	667150..667752
YP_002344518.1	WP_002777209.1	0.0	82.71	false	complement(1056839..1057969)	666027..667157
YP_002344519.1	WP_002844839.1	0.0	81.21	false	complement(1057979..1060120)	663871..666015
YP_002344520.1	WP_002844838.1	0.0	89.59	false	complement(1060124..1061221)	662770..663867
YP_002344521.1	WP_002844836.1	2e-158	86.41	false	complement(1061209..1062138)	661853..662782
YP_002344522.1	WP_002844835.1	0.0	85.2	false	complement(1062131..1063210)	660784..661860
YP_002344523.1	WP_002844833.1	0.0	85.66	false	complement(1063207..1064901)	659087..660787
YP_002344524.1	WP_002844831.1	0.0	92.38	false	complement(1064895..1065881)	658107..659093
YP_002344525.1	WP_002844829.1	5e-128	80.84	false	complement(1065939..1066733)	657262..658050
YP_002344526.1	WP_002844827.1	2e-162	80.99	false	1066799..1067827	complement(656166..657194)
YP_002344527.1	WP_002844825.1	1e-108	63.61	false	1067817..1068704	complement(655286..656173)
YP_002344528.1	WP_002844824.1	0.0	76.89	false	1068701..1070248	complement(653742..655289)
YP_002344529.1	WP_002784714.1	4e-97	52.41	true	1070252..1071424	337135..338511
YP_002344531.1	WP_002784714.1	3e-119	59.95	true	1072461..1073630	337135..338511
YP_002344532.1	WP_002844798.1	3e-41	40.09	true	complement(1073619..1074530)	636592..637413
YP_002344534.1	WP_002844980.1	2e-52	37.23	true	1075450..1076481	complement(451789..452793)
YP_002344535.1	WP_002838716.1	9e-46	35.82	true	1076478..1077593	complement(450621..451796)
YP_002344536.1	WP_002838724.1	1e-24	33.64	true	1077590..1079200	complement(448001..448708)
YP_002344538.1	WP_002844798.1	3e-120	76.23	true	complement(1080025..1080849)	636592..637413
YP_002344539.1	WP_021033688.1	3e-160	82.43	false	1080908..1081867	complement(635588..636532)
YP_002344540.1	WP_002806601.1	7e-96	94.09	false	complement(1081848..1082408)	634274..634834
YP_002344541.1	WP_002844795.1	0.0	89.36	false	complement(1082405..1083790)	632892..634277
YP_002344542.1	WP_002796912.1	1e-174	91.8	false	complement(1083783..1084736)	631946..632899
YP_002344543.1	WP_002777235.1	7e-84	80.54	false	complement(1084737..1085297)	631386..631949
YP_002344544.1	WP_002777238.1	1e-51	94.95	false	1085379..1085681	complement(631010..631309)
YP_002344545.1	WP_002777240.1	6e-30	86.36	false	complement(1085704..1085910)	630780..630980
YP_002344546.1	WP_002844794.1	0.0	77.39	false	complement(1085907..1088264)	628430..630787
YP_002344547.1	WP_002780613.1	0.0	98.15	false	1088373..1089671	complement(627013..628311)
YP_002344548.1	WP_002787752.1	0.0	83.24	false	1089675..1091204	complement(625454..627010)
YP_002344552.1	WP_002844793.1	0.0	63.65	false	complement(1091795..1093894)	623319..625442
YP_002344553.1	WP_002777252.1	5e-16	56.06	false	complement(1093894..1094088)	623116..623319
YP_002344554.1	WP_002844791.1	3e-131	82.91	false	complement(1094078..1095028)	622185..623126
YP_002344555.1	WP_002777256.1	7e-43	88.76	false	complement(1095104..1095367)	621841..622110
YP_002344556.1	WP_002780608.1	2e-88	95.12	false	complement(1095437..1095931)	621289..621783
YP_002344557.1	WP_002780607.1	3e-134	88.37	false	complement(1095928..1096704)	620516..621292
YP_002344558.1	WP_002844788.1	4e-168	93.18	false	1096771..1097697	complement(619524..620450)
YP_002344559.1	WP_002822507.1	7e-112	99	false	complement(1097694..1098296)	618925..619527
YP_002344560.1	WP_002822505.1	3e-39	100	false	complement(1098377..1098604)	618617..618844
YP_002344561.1	WP_002844786.1	0.0	86.79	false	complement(1098615..1100036)	617143..618606
YP_002344562.1	WP_021033686.1	6e-92	98.75	false	complement(1100192..1100674)	616498..616980
YP_002344563.1	WP_002787769.1	3e-136	99.57	false	complement(1100684..1101391)	615781..616488
YP_002344564.1	WP_002844782.1	5e-41	94.69	false	1101500..1101841	complement(615331..615672)
YP_002344565.1	WP_002780599.1	4e-51	100	false	1101841..1102149	complement(615023..615331)
YP_002344566.1	WP_002831628.1	0.0	89.43	false	complement(1102167..1103759)	613413..615005
YP_002344567.1	WP_002777313.1	2e-28	83.54	false	complement(1103771..1104010)	613163..613402
YP_002344568.1	WP_002777315.1	2e-101	82.44	false	complement(1104012..1104635)	612544..613161
YP_002344569.1	WP_002844780.1	2e-115	54.09	false	complement(1104632..1106260)	610994..612547
YP_002344570.1	WP_002780591.1	2e-129	89.37	false	complement(1106317..1107084)	610171..610938
YP_002344571.1	WP_002777321.1	2e-108	88.63	false	complement(1107071..1107706)	609549..610184
YP_002344572.1	WP_002777323.1	0.0	95.24	false	complement(1107719..1108792)	608466..609539
YP_002344573.1	WP_002777325.1	2e-153	98.48	false	complement(1108792..1109583)	607675..608466
YP_002344574.1	WP_021033685.1	0.0	86.82	false	complement(1109699..1110862)	606395..607558
YP_002344575.1	WP_002777327.1	0.0	81.55	false	complement(1110990..1112114)	605144..606268
YP_002344576.1	WP_002794481.1	0.0	95.91	false	complement(1112111..1113361)	603897..605147
YP_002344577.1	WP_002780564.1	3e-83	92.22	false	complement(1113363..1113866)	603392..603895
YP_002344578.1	WP_002777331.1	1e-145	65.5	false	complement(1113956..1115242)	602034..603302
YP_002344579.1	WP_002784393.1	0.0	87.4	false	complement(1115243..1117102)	600175..602034
YP_002344580.1	WP_002823048.1	2e-94	96.36	false	complement(1117190..1117687)	599591..600088
YP_002344581.1	WP_002788358.1	0.0	98.26	false	complement(1117705..1119084)	598194..599573
YP_002344582.1	WP_002777342.1	6e-90	95.12	false	complement(1119205..1119699)	597579..598073
YP_002344583.1	WP_002777343.1	0.0	93.89	false	1119968..1121344	complement(595946..597322)
YP_002344584.1	WP_002777344.1	3e-113	71.38	false	complement(1121341..1122147)	595146..595949
YP_002344585.1	WP_002777345.1	0.0	91.54	false	1122289..1123815	complement(593476..595002)
YP_002344586.1	WP_002786473.1	5e-169	73.15	false	complement(1123823..1125001)	592292..593473
YP_002344587.1	WP_002777349.1	1e-134	75.84	false	complement(1125011..1125907)	591384..592283
YP_002344588.1	WP_002786474.1	0.0	95.55	false	complement(1125904..1127322)	589966..591384
YP_002344589.1	WP_002784381.1	3e-88	90.8	false	1127437..1127931	complement(589357..589851)
YP_002344590.1	WP_002845212.1	4e-172	85.45	false	1128243..1129235	complement(588048..589040)
YP_002344591.1	WP_002781303.1	4e-137	89.45	false	1129228..1130016	complement(587264..588034)
YP_002344592.1	WP_002845209.1	0.0	88.59	false	1130028..1132292	complement(584977..587241)
YP_002344593.1	WP_002777362.1	3e-151	90.07	false	1132302..1133150	complement(584119..584967)
YP_002344595.1	WP_002777368.1	2e-123	95.58	false	complement(1133360..1134040)	583232..583912
YP_002344596.1	WP_002777369.1	0.0	93.27	false	complement(1134109..1135449)	581741..583081
YP_002344597.1	WP_002777377.1	8e-143	86.46	false	complement(1135449..1136315)	577693..578559
YP_002344598.1	WP_002777379.1	2e-76	71.89	false	complement(1136315..1136872)	577136..577693
YP_002344599.1	WP_002777380.1	8e-83	77.4	false	1136955..1137581	complement(576429..577055)
YP_002344600.1	WP_002777382.1	0.0	91.68	false	1137502..1139055	complement(574955..576508)
YP_002344601.1	WP_002781270.1	6e-88	81.62	false	1139064..1139621	complement(574387..574944)
YP_002344602.1	WP_002777385.1	7e-171	72.79	false	1139621..1140880	complement(573128..574387)
YP_002344603.1	WP_002788121.1	9e-139	89.18	false	complement(1140824..1141630)	572378..573184
YP_002344604.1	WP_002792246.1	0.0	92.39	false	complement(1141634..1143016)	570984..572366
YP_002344605.1	WP_002781261.1	2e-107	74.58	false	complement(1143019..1143744)	570259..570987
YP_002344606.1	WP_002777393.1	0.0	89.64	false	1143866..1145026	complement(568975..570135)
YP_002344607.1	WP_002777395.1	3e-25	80.6	false	complement(1145023..1145226)	568772..568978
YP_002344608.1	WP_002781246.1	2e-106	82.67	false	complement(1145228..1145908)	568088..568768
YP_002344609.1	WP_002777399.1	5e-103	84.73	false	complement(1145872..1146483)	567513..568124
YP_002344610.1	WP_002786496.1	0.0	72.22	false	complement(1146492..1149032)	564963..567503
YP_002344611.1	WP_002777403.1	4e-44	97.67	false	1149194..1149454	complement(564540..564800)
YP_002344612.1	WP_002781241.1	0.0	98.72	false	1149475..1151112	complement(562882..564519)
YP_002344613.1	WP_002784367.1	0.0	81.82	false	complement(1151155..1152345)	560959..562164
YP_002344614.1	WP_002790675.1	3e-99	87.33	false	complement(1152338..1153003)	560301..560966
YP_002344615.1	WP_002777416.1	5e-103	86.43	false	1153151..1153750	complement(559567..560166)
YP_002344616.1	WP_002777419.1	1e-34	81.25	false	1153761..1154009	complement(559188..559553)
YP_002344617.1	WP_002777440.1	0.0	92.07	false	complement(1154267..1155514)	549207..550457
YP_002344618.1	WP_002777451.1	2e-128	99.55	false	complement(1155511..1156185)	548536..549210
YP_002344619.1	WP_021033680.1	0.0	89.41	false	complement(1156261..1157679)	547035..548453
YP_002344620.1	WP_002777454.1	7e-130	83.56	false	1157879..1158772	complement(545930..546829)
YP_002344621.1	WP_002777456.1	4e-65	94.35	false	1158788..1159162	complement(545539..545913)
YP_002344622.1	WP_002792450.1	0.0	90.2	false	1159168..1160793	complement(543916..545538)
YP_002344623.1	WP_002781908.1	2e-30	73.39	false	1160803..1161135	complement(543574..543906)
YP_002344624.1	WP_002777462.1	4e-109	87.86	false	1161132..1161752	complement(542961..543581)
YP_002344625.1	WP_002790569.1	0.0	89.46	false	1161808..1163802	complement(540914..542908)
YP_002344626.1	WP_002777466.1	9e-141	86.08	false	1163799..1164620	complement(540096..540917)
YP_002344627.1	WP_002781910.1	7e-149	80.95	false	1164617..1165567	complement(539149..540099)
YP_002344628.1	WP_002777475.1	6e-107	61.13	false	complement(1165564..1166538)	537424..538401
YP_002344629.1	WP_002783656.1	8e-129	86.67	false	1166594..1167367	complement(536601..537368)
YP_002344630.1	WP_002777479.1	6e-177	87.36	false	1167364..1168458	complement(535498..536598)
YP_002344632.1	WP_021033647.1	4e-16	24.65	true	1169163..1170362	236313..237503
YP_002344633.1	WP_002777486.1	1e-35	82.83	false	1170418..1170738	complement(534351..534662)
YP_002344634.1	WP_002789869.1	0.0	90.59	false	1170922..1171944	complement(533181..534203)
YP_002344635.1	WP_002777490.1	2e-144	83	false	1171941..1172843	complement(532282..533184)
YP_002344636.1	WP_002777493.1	3e-154	67.34	false	complement(1172840..1174036)	531092..532285
YP_002344637.1	WP_021033679.1	0.0	85.33	false	complement(1174038..1175840)	529276..531090
YP_002344638.1	WP_002777499.1	1e-54	64.6	false	complement(1175833..1176327)	528807..529283
YP_002344639.1	WP_002777501.1	0.0	92.56	false	1176466..1178001	complement(527135..528670)
YP_002344640.1	WP_002845086.1	0.0	92.8	false	1178087..1179547	complement(524076..525536)
YP_002344641.1	WP_002777514.1	0.0	90.14	false	1179787..1181037	complement(522585..523835)
YP_002344642.1	WP_002777521.1	2e-68	78.67	false	1181034..1181486	complement(522136..522588)
YP_002344643.1	WP_002777523.1	0.0	83.87	false	1181476..1183524	complement(520098..522146)
YP_002344644.1	WP_002789865.1	0.0	87.48	false	1183594..1185753	complement(517865..520024)
YP_002344645.1	WP_002780181.1	3e-81	86.25	false	1185750..1186232	complement(517386..517868)
YP_002344646.1	WP_002777534.1	4e-34	95.65	false	1186290..1186499	complement(516723..516932)
YP_002344647.1	WP_002777536.1	6e-97	84.24	false	complement(1186496..1187158)	516070..516726
YP_002344648.1	WP_021033678.1	0.0	85.79	false	complement(1187176..1188360)	514865..516049
YP_002344649.1	WP_002777540.1	1e-73	83.44	true	1188414..1188869	complement(514356..514811)
YP_002344650.1	WP_021033747.1	8e-178	72.85	true	1189121..1190395	1157856..1159142
YP_002344651.1	WP_021033748.1	3e-178	85.83	false	complement(1190510..1191631)	complement(1159282..1160406)
YP_002344652.1	WP_002776259.1	8e-123	94.17	false	1191788..1192459	1160553..1161224
YP_002344653.1	WP_002777440.1	6e-41	39	true	1192456..1193691	549207..550457
YP_002344654.1	WP_002776257.1	4e-88	79.26	false	1193691..1194263	1162460..1163035
YP_002344655.1	WP_002780939.1	4e-84	80.23	false	complement(1194260..1194796)	complement(1163037..1163570)
YP_002344656.1	WP_002787327.1	1e-118	86.09	false	complement(1194793..1195485)	complement(1163567..1164259)
YP_002344657.1	WP_002776252.1	0.0	97.02	false	complement(1195496..1197211)	complement(1164271..1165986)
YP_002344658.1	WP_002776249.1	0.0	93.67	false	complement(1197214..1198353)	complement(1165992..1167131)
YP_002344659.1	WP_021033749.1	0.0	71.29	false	complement(1198474..1200315)	complement(1167264..1169099)
YP_002344660.1	WP_002780925.1	0.0	72.5	false	complement(1200312..1202291)	complement(1169096..1171066)
YP_002344661.1	WP_002776244.1	0.0	94.49	false	complement(1202291..1203382)	complement(1171066..1172157)
YP_002344662.1	WP_002780923.1	0.0	87.47	false	complement(1203379..1204584)	complement(1172154..1173359)
YP_002344663.1	WP_004284955.1	0.0	90.83	false	complement(1204596..1206791)	complement(1173375..1175570)
YP_002344664.1	WP_002776235.1	2e-31	83.78	false	complement(1206775..1206999)	complement(1175554..1175778)
YP_002344665.1	WP_002776232.1	3e-121	94.54	false	complement(1207010..1207729)	complement(1175792..1176508)
YP_002344666.1	WP_041161596.1	0.0	83.25	false	complement(1207781..1208974)	complement(1176560..1177714)
YP_002344667.1	WP_002776224.1	4e-129	80.97	false	complement(1208971..1209777)	complement(1177758..1178564)
YP_002344668.1	WP_002776215.1	6e-121	91.86	false	complement(1209764..1210429)	complement(1178551..1179216)
YP_002344669.1	WP_002829702.1	3e-173	71.94	false	complement(1210499..1211677)	complement(1179265..1180461)
YP_002344670.1	WP_002791825.1	0.0	78.05	false	complement(1211677..1212912)	complement(1180461..1181693)
YP_002344671.1	WP_002844593.1	4e-140	74.14	false	complement(1212857..1213825)	complement(1181641..1182606)
YP_002344672.1	WP_002780911.1	0.0	89.89	false	1213903..1215003	1182685..1183785
YP_002344673.1	WP_002786100.1	0.0	86.8	false	1215456..1216799	complement(487514..488857)
YP_002344674.1	WP_002777618.1	1e-115	93.06	false	1216810..1217460	complement(486851..487501)
YP_002344675.1	WP_002777619.1	2e-121	93.27	false	complement(1217457..1218128)	486179..486850
YP_002344676.1	WP_002786098.1	3e-106	87.98	false	complement(1218134..1218760)	485547..486173
YP_002344677.1	WP_002782010.1	0.0	88.32	false	complement(1218757..1219992)	484315..485550
YP_002344678.1	WP_002777625.1	0.0	87.9	false	complement(1219994..1221385)	482924..484315
YP_002344679.1	WP_002777626.1	2e-118	75.28	false	1221450..1222265	complement(482044..482859)
YP_002344680.1	WP_002777627.1	0.0	95.26	false	complement(1222303..1223634)	480685..482016
YP_002344681.1	WP_002777628.1	1e-77	94.74	false	complement(1223636..1224091)	480228..480683
YP_002344682.1	WP_002782005.1	5e-108	98.39	false	1224239..1224799	complement(479509..480069)
YP_002344683.1	WP_002845077.1	0.0	99.4	false	1224849..1225853	complement(478451..479455)
YP_002344684.1	WP_002845075.1	0.0	95.73	false	1225855..1226985	complement(477319..478449)
YP_002344688.1	WP_002845069.1	1e-128	92.4	false	1229096..1229887	complement(475232..476023)
YP_002344689.1	WP_002845062.1	2e-37	98.68	false	1229918..1230148	complement(474971..475201)
YP_002344690.1	WP_002845061.1	2e-173	98.65	false	1230145..1231038	complement(474081..474974)
YP_002344691.1	WP_002791673.1	2e-78	100	false	1231031..1231447	complement(473672..474088)
YP_002344692.1	WP_002845059.1	0.0	99.42	false	1231444..1233006	complement(472113..473675)
YP_002344693.1	WP_002845057.1	0.0	97.73	false	1232996..1234057	complement(471062..472123)
YP_002344694.1	WP_002789840.1	1e-36	100	false	1234057..1234278	complement(470841..471062)
YP_002344695.1	WP_021033676.1	2e-127	60.89	true	complement(1234292..1235509)	462670..463881
YP_002344696.1	WP_021033676.1	2e-119	56.62	false	complement(1235522..1236748)	462670..463881
YP_002344697.1	WP_002845528.1	0.0	97.01	false	1236809..1238317	complement(468046..469554)
YP_002344698.1	WP_002777686.1	1e-37	100	false	1238357..1238584	complement(466380..466607)
YP_002344700.1	WP_021033676.1	0.0	89.08	false	complement(1239673..1240887)	462670..463881
YP_002344701.1	WP_002845043.1	3e-135	98.71	false	1240966..1241664	complement(461879..462577)
YP_002344702.1	WP_002830499.1	9e-160	100	false	1241648..1242472	complement(461071..461895)
YP_002344703.1	WP_002781802.1	5e-80	88.54	false	1242469..1242942	complement(460601..461074)
YP_002344704.1	WP_002781801.1	2e-140	98.39	false	complement(1242907..1243653)	459890..460636
YP_002344705.1	WP_002779537.1	7e-35	41.21	true	complement(1243654..1244259)	complement(177140..177727)
YP_002344706.1	WP_021033673.1	4e-46	32.72	false	complement(1244256..1245392)	complement(453526..454650)
YP_002344707.1	WP_002838707.1	0.0	98.25	false	1245650..1246681	complement(456970..458001)
YP_002344708.1	WP_002838825.1	1e-123	42.9	true	1246678..1248627	complement(441528..443426)
YP_002344709.1	WP_002786732.1	0.0	100	false	1248624..1249595	complement(456002..456973)
YP_002344710.1	WP_002838711.1	0.0	83.38	false	1249588..1250742	complement(454867..456009)
YP_002344714.1	WP_021033673.1	0.0	85.83	false	1252278..1253399	complement(453526..454650)
YP_002344715.1	WP_002844981.1	9e-101	76.99	false	join(1253417..1253671,1253673..1254092)	complement(452835..453515)
YP_002344716.1	WP_002844980.1	7e-161	81.14	false	1254132..1255136	complement(451789..452793)
YP_002344717.1	WP_002838716.1	0.0	82.55	false	1255129..1256283	complement(450621..451796)
YP_002344718.1	WP_002838717.1	7e-160	83.97	false	1256292..1257317	complement(449603..450634)
YP_002344719.1	WP_002838719.1	5e-100	61	false	1257314..1258219	complement(448701..449606)
YP_002344720.1	WP_002838724.1	1e-116	83.83	false	1258212..1258919	complement(448001..448708)
YP_002344721.1	WP_002838726.1	3e-119	79.3	false	1258919..1259689	complement(447231..448001)
YP_002344722.1	WP_002838825.1	3e-141	46.73	false	1259677..1261638	complement(441528..443426)
YP_002344723.1	WP_021033672.1	0.0	65.86	false	1261635..1263494	complement(445372..447231)
YP_002344724.1	WP_002838825.1	1e-123	42.9	false	join(1263507..1263677,1263676..1265454)	complement(441528..443426)
YP_002344725.1	WP_002838825.1	0.0	54.53	false	1265451..1267337	complement(441528..443426)
YP_002344726.1	WP_021033670.1	0.0	78.68	false	complement(1267368..1269086)	439779..441500
YP_002344727.1	WP_021033669.1	0.0	77.99	false	complement(1269232..1270950)	437897..439618
YP_002344728.1	WP_002838041.1	0.0	61.46	false	complement(1271047..1272864)	435952..437802
YP_002344729.1	WP_002838041.1	0.0	63.71	false	complement(1272861..1274684)	435952..437802
YP_002344730.1	WP_002838043.1	0.0	94.67	false	complement(1274694..1275935)	434701..435942
YP_002344731.1	WP_002838045.1	2e-91	97.08	false	complement(1275935..1276450)	434186..434701
YP_002344732.1	WP_002777752.1	1e-168	84.48	false	complement(1276451..1277458)	433175..434182
YP_002344733.1	WP_002822458.1	0.0	92.02	false	complement(1277455..1278849)	431784..433178
YP_002344734.1	WP_002777756.1	4e-173	82.25	false	complement(1278851..1279921)	430711..431787
YP_002344735.1	WP_002822456.1	8e-119	95.02	false	complement(1279918..1280643)	429989..430714
YP_002344736.1	WP_002806264.1	5e-48	95.54	false	complement(1280652..1280990)	429642..429980
YP_002344737.1	WP_002799193.1	0.0	79.31	false	complement(1280992..1282299)	428332..429639
YP_002344738.1	WP_002780540.1	3e-82	77.78	false	1282361..1282936	complement(427694..428269)
YP_002344739.1	WP_002799192.1	3e-143	72.59	false	1282933..1283922	complement(426702..427697)
YP_002344740.1	WP_002799191.1	1e-159	89.44	false	1284008..1284976	complement(425601..426569)
YP_002344741.1	WP_002777770.1	3e-151	89.1	false	1284969..1285907	complement(424670..425608)
YP_002344742.1	WP_002777772.1	2e-127	88.84	false	1285904..1286659	complement(423918..424673)
YP_002344743.1	WP_002777774.1	1e-169	90.91	false	1286672..1287664	complement(422914..423903)
YP_002344744.1	WP_002777778.1	8e-77	67.14	false	complement(1287890..1288444)	complement(422116..422748)
YP_002344745.1	WP_002777780.1	0.0	92.79	false	complement(1288580..1290412)	419612..421444
YP_002344746.1	WP_002777782.1	2e-88	90.18	false	complement(1290427..1290942)	419105..419596
YP_002344747.1	WP_021033668.1	0.0	92.22	false	1291131..1293215	complement(416839..418923)
YP_002344749.1	WP_002783915.1	3e-78	100	false	complement(1293659..1294111)	413455..413865
YP_002344750.1	WP_002777794.1	0.0	93.73	false	1294160..1295167	complement(412353..413363)
YP_002344751.1	WP_002777797.1	7e-171	87.61	false	1295171..1296214	complement(411300..412343)
YP_002344752.1	WP_002777799.1	0.0	96.33	false	complement(1296244..1297635)	409862..411253
YP_002344754.1	WP_002777801.1	0.0	88.13	false	complement(1300819..1302615)	407931..409727
YP_002344755.1	WP_002792138.1	0.0	76.09	false	complement(1302620..1304968)	405579..407927
YP_002344756.1	WP_002797334.1	0.0	91.81	false	1305112..1306176	complement(404372..405436)
YP_002344757.1	WP_002797336.1	0.0	92.26	false	1306186..1307505	complement(403043..404362)
YP_002344758.1	WP_002787790.1	7e-76	93.2	false	1307519..1307962	complement(402583..403026)
YP_002344759.1	WP_002777810.1	3e-122	88.79	false	1308007..1308705	complement(401844..402542)
YP_002344760.1	WP_002780490.1	4e-87	82.54	false	1308715..1309284	complement(401265..401834)
YP_002344761.1	WP_002787791.1	0.0	83.15	false	1309284..1311755	complement(398803..401265)
YP_002344762.1	WP_002777815.1	2e-91	78.5	false	complement(1311786..1312388)	398161..398769
YP_002344763.1	WP_002783899.1	0.0	89.1	false	1312555..1313850	complement(396303..397598)
YP_002344764.1	WP_002787799.1	1e-70	54.44	false	1313847..1314656	389283..390161
YP_002344765.1	WP_002831239.1	0.0	81.67	false	complement(1314649..1316310)	complement(390166..391827)
YP_002344766.1	WP_002777832.1	0.0	76.82	false	1316388..1317710	391897..393219
YP_002344767.1	WP_002798540.1	0.0	74.75	false	1317707..1319512	393216..395015
YP_002344768.1	WP_002777827.1	2e-122	88.56	false	1319561..1320271	395064..395774
YP_002344769.1	WP_002780480.1	1e-66	72.67	false	1320277..1320807	395819..396301
YP_002344770.1	WP_002777839.1	1e-86	93.87	false	complement(1320852..1321343)	388825..389316
YP_002344771.1	WP_002783868.1	4e-86	65.8	false	complement(1321343..1322038)	388130..388825
YP_002344772.1	WP_002777843.1	3e-55	96.12	false	complement(1322041..1322355)	387813..388130
YP_002344773.1	WP_002780467.1	0.0	94.94	false	1322526..1323950	complement(386202..387626)
YP_002344774.1	WP_002777848.1	2e-70	89.03	false	1324007..1324477	complement(385678..386145)
YP_002344775.1	WP_002780465.1	6e-96	72.85	false	complement(1324478..1325134)	385006..385674
YP_002344776.1	WP_002783861.1	2e-61	90	false	1325302..1325664	complement(384468..384830)
YP_002344779.1	WP_002798791.1	0.0	94.95	false	1328292..1329659	complement(380472..381839)
YP_002344780.1	WP_002779147.1	3e-37	100	false	1331090..1331314	complement(378817..379041)
YP_002344781.1	WP_002779148.1	0.0	96.57	false	1331311..1333152	complement(376979..378820)
YP_002344782.1	WP_002785685.1	0.0	85.74	false	complement(1333149..1334642)	375483..376982
YP_002344783.1	WP_002817458.1	1e-151	93.8	false	complement(1334646..1335470)	374656..375483
YP_002344784.1	WP_002779151.1	2e-108	83.86	false	complement(1335474..1336145)	373981..374652
YP_002344785.1	WP_021033663.1	0.0	94.44	false	complement(1336142..1337344)	372782..373984
YP_002344786.1	WP_002785681.1	0.0	91.87	false	complement(1337347..1338345)	371781..372779
YP_002344787.1	WP_002779157.1	4e-88	83.43	false	1338404..1338949	complement(371174..371719)
YP_002344788.1	WP_002779159.1	3e-52	92.38	false	1338977..1339303	complement(370819..371145)
YP_002344790.1	WP_002789591.1	0.0	88.91	false	complement(1339759..1341147)	368824..370188
YP_002344791.1	WP_002779164.1	1e-72	95.86	false	1341250..1341786	complement(368176..368712)
YP_002344792.1	WP_002779165.1	2e-42	68.42	false	1341786..1342133	complement(367829..368176)
YP_002344793.1	WP_002779166.1	2e-73	91.37	false	complement(1342134..1342553)	367404..367826
YP_002344794.1	WP_002783822.1	0.0	90.77	false	complement(1342550..1343911)	366037..367407
YP_002344795.1	WP_002787825.1	6e-177	81.23	false	complement(1343908..1345029)	364919..366040
YP_002344796.1	WP_002787827.1	0.0	87.5	false	complement(1345102..1346286)	363667..364848
YP_002344797.1	WP_002787829.1	0.0	67.78	false	complement(1346283..1348352)	361643..363670
YP_002344804.1	WP_050576088.1	1e-20	43.55	true	complement(1354215..1356053)	354630..355577
YP_002344805.1	WP_050576088.1	6e-21	43.55	true	complement(1356108..1357985)	354630..355577
YP_002344806.1	WP_002838717.1	2e-23	32.7	true	complement(1358036..1358701)	complement(449603..450634)
YP_002344807.1	WP_002806601.1	5e-40	57.14	true	complement(1358689..1359294)	634274..634834
YP_002344810.1	WP_002844831.1	6e-14	25	true	complement(1361191..1362132)	658107..659093
YP_002344811.1	WP_002844801.1	1e-42	30.92	true	complement(1362156..1363196)	639956..640894
YP_002344814.1	WP_050576088.1	7e-29	57.02	true	complement(1364671..1366419)	354630..355577
YP_002344815.1	WP_021033660.1	7e-25	29.33	true	complement(1366422..1369517)	348526..351792
YP_002344817.1	WP_050576088.1	4e-16	36.59	true	complement(1370667..1372004)	354630..355577
YP_002344820.1	WP_002778170.1	1e-19	28.88	true	complement(1373917..1375020)	complement(1422466..1423560)
YP_002344821.1	WP_002844798.1	1e-14	34	true	complement(1375007..1377337)	636592..637413
YP_002344823.1	WP_002784714.1	6e-98	51.25	false	complement(1378483..1379706)	337135..338511
YP_002344825.1	WP_002788493.1	0.0	82.4	false	complement(1380894..1382528)	335508..337145
YP_002344826.1	WP_002788484.1	5e-165	88.89	false	complement(1382528..1383475)	334549..335502
YP_002344827.1	WP_002788482.1	0.0	82.67	false	complement(1383486..1385144)	332897..334528
YP_002344828.1	WP_002788480.1	1e-167	77.42	false	complement(1385146..1386264)	331780..332895
YP_002344829.1	WP_002784709.1	2e-117	90.41	false	complement(1386264..1386926)	331118..331780
YP_002344830.1	WP_002788478.1	3e-119	77.61	false	complement(1386923..1387705)	330339..331121
YP_002344831.1	WP_021033653.1	1e-63	88.06	false	complement(1387777..1388184)	329864..330280
YP_002344832.1	WP_002845021.1	3e-100	94.65	false	1388259..1388822	complement(329224..329787)
YP_002344833.1	WP_002779240.1	2e-113	86.03	false	1388859..1389548	complement(328495..329184)
YP_002344834.1	WP_002788466.1	3e-102	78.06	false	1389550..1390263	complement(327783..328493)
YP_002344835.1	WP_002794313.1	2e-164	87.23	false	complement(1390246..1391211)	326835..327800
